username;year_of_birth;gender;level_of_education;cohort
9401ba6f80885202dc42096aa3526419ad7e5ca246733e84b90df10cdd94cea4fd12bf8669637c1d78b7f7f8bd557e467a98491b3f9d03c00c50dc52f875f2a8;1970;m;el;d36ed5fe
17178d2eccffdfb5d98fc3a2c6a7589f84fd6e9cc69cc93b415ba82337374bd6ae50f07a22033cb2e903ad970bd6cf1c848ef11e7d655fcc2d861e5975edd1a5;1978;f;other;4a678444
3b332ea34a88bac283b999aacc5e3a30b6e9b458c0911ee4fa2b48463b6ae4a18ff464dad2d6e4961b8c26f29c4a4fad6c45c689de027bea6b7540f499457923;None;;;d36ed5fe
80ceb7a228cbc44a3ce0330756a20b5507092c2fe7b12ae29ded609eb5d0c3e7a195a9dd2250e493ecd9090be595df0fc7092c1d8ae68615bf3d75ccf9d4ce8a;None;;;d36ed5fe
78ece23a5703483eeeccc82828f349b01510635be2af41e1e749048af6bf3e82109548d71b70a29bdc0e8fc4f55947fe0764984097452b9742450a13c7d34dc4;1991;f;a;d36ed5fe
8483f1dd1e190414d97ea22cadadc8b694b2e391747f914164f9990901e6ea9c2315425b01f504d70664ba98d4d4096738e3afe6b9e489c0697f81df9ed464ab;1985;f;a;4a678444
cd665dc5a01be68e69723503875aa07fdc8a1eedc7b2379f3c308ec624e5ccf6942ff2f3b080cf7ca445de9c8dd969deaafb5938d464afc1f218b33b87580920;1996;m;hs;[unassigned]
3dd0c1e0d17fe6e530931feba89bdf362aed223d42ed2e99a20173e855e8ea4a90018c47baa1c4b26c921ae770753f474aec91b18c51da3bc7eead898b232836;1979;f;a;[unassigned]
fb31d8ca5efa24a3eaff676a7da25cded8fb0f24510c8ba4ee5309d4de82e838889a4e949039faa73cb39ff47032bfa83aef7d8c2bf05ea54758f45c2a0ab449;1980;m;b;d36ed5fe
034302cec89de716a36dd3e6a50fb897ef92311901fce5053906a55393c0f2d300b008b428c3f4dccdc4959c77df5b48faed5386e0748abac0e8d012cc3b02d6;1977;m;;d36ed5fe
92fdf77667a9d9ba4fcb0ef7c4ce44a6bee0b3d9cfdb6d66cad29ad0104d6f9d112402ee1a950d13e7a8620834277b0f1979655a97d43aa1c9b176b3bd6275ac;1987;m;b;d36ed5fe
4708fd32f926b8fc3e66d081a4e61e93387f4363b18445f45072109d55720c40ebfe04d45db6ede657399cf2b47983f38645d279f5ca7bbac8a1f4150a663d23;2001;m;other;4a678444
7981ce510c0aef2409f7cc8da4b36c7513438feac14fb0a5e45305f25c10b85c68b0860361a4804a79333f116b2e4a475efcc94fa68ab02b60d030cf421e8d0f;1963;f;a;d36ed5fe
3ffd03da9d51f4903c377f4274c7937cbd0c042cd280bbb95680d1ab90e86b696e92ad6922684676c50beffbab5a8b739295d1adc8dcd67bddc5581e1ae35541;1973;f;el;d36ed5fe
44c7175761347ae9e2d3831bc05f47de4fe07e1621ffac52141baa0de5819f1872962a3196397433cf427eb6d05e4933be9a1fc53e2c1efec86298072879f22b;1999;f;a;4a678444
865a1c213bd2fdf9577463292cf6da9d4b92ae0a40dcd1eeaf9498e9a0ad8618d477520d09f40d24fac8b205c40ca73d8daf375774ec2554afefe87685f50263;1991;f;m;[unassigned]
cd489548a5ad5cf14011991bbb1b7122fbb2f2541dca95ebe649ab6ec9772f653cc98fd0f3b529543ec28102be61d71296ec9dd2e96f36b401d668e2fe66f014;1984;m;p;d36ed5fe
835f311df2fbe5dc13d5c4086f6700469da9d22c29b069818cfb4a92c424bfe73cba5b11aa281e8692f39f0e392063dc09a3cf0b2f24af7794e71cda7aec2058;None;;;d36ed5fe
2f4b44585748052e75d83eab09d5a80f3e07aa2ab2a40b069c1145915e74a7b9703504861e9f8a3e2bf11e5193ff0314f9ce4574639448fa28d1c0ebdfa0d815;2000;f;hs;d36ed5fe
e9b361a1ea41b987ad0c5f71da82a5205b2820635d849a6e0e0b1074468a4a47120315bc678c96d875c00ce5fce9967d02903da2b169ef1e3216622d01e09880;1967;f;b;d36ed5fe
69b63624459637bb4980acd0c7e67a0e029f036aa208a3c2839236b08beb16331847de282d66769a1c390b8a1b5c6a91b6fd9f6ff7874d0c0909d88c49f9d8dc;1966;m;other;d36ed5fe
1203e2fd0cb2218f65e31d2e3247c109d24bf0530f1ac8414c2dc208761dd101d26aa2d0b33dee75e76d927a56d992d9d962b6b3f2b4912abff1d5f0585acc90;1995;f;b;d36ed5fe
d38eaed4a5bcb4c8e5608363732fccb88f8d3ec5849db0fdc9aadffb9f999538a89ddd911cb8ae6b9dc45ab1550bc616d4dc4e91ac6c99ed465f517fed730613;None;;;d36ed5fe
7a1310683dbdb4795a9d25dbcedc16ce4751366039f5468109e9b3416fc6cbf00d0b57763b25d5a8f5175134fb877d254dbbeeccb0b6ca5f33f43fd748eef04b;1982;f;m;d36ed5fe
345af948a569ae5d5e59242921ec5787320d7b2f243f808e40ec192d1c4c15e4040a608715d3c12f27593bfb1547060e5b9fe690969f027a64d9cfce88c18f2a;1966;f;m;d36ed5fe
8546979cdfa06060f1327442df7984322fb070f4f6b909fd05dbf27202fee24b2f1ff08bc3b91b068655d5a406ac13b420523a51db580a92e0d225eb6fc9f85f;1990;f;m;[unassigned]
9fffef4df2972cd2f1ea29b906dea435490c051b1ae698f33a11f68775eefd33359eea3c9cf9392c8078a6f15ea5bfd75979c4521ed0df35b55b11fde02b3095;None;f;other;d36ed5fe
039073e2fa405e980784e0de2e0de3f67107bfba12dd69005a9c2627ee4ea017299cec4cb34a54efc4298725925f5240106ebaa54de42078df63d443fa941515;None;;;[unassigned]
fac1a70799b58aeac0cf62f4e76017f49b7823f98708b2f9ba9bf135f214e45ac810cde3879e6856abc25ee90dbc390d590f01e9ccc45bf19bb497ffe720b74e;1972;f;b;d36ed5fe
9e1686c8f3cdab965122a16b65000807e5753e86e10c6ea071d196d0c70aee367576dfae730ede2eadef603ed62abc8322e253e0d0cf4452983a5dd86dc6e748;1981;f;;[unassigned]
0eef82eb7dae5943e338dda1bcfdf05f3279a1aeb1ac8c9c3cf5f59e8976b25995763b96db8ab66e41a81913226dd88ec68f0e95e5acec03a752283c4d03941e;None;;;d36ed5fe
3109afc5daa6ce875ca7a703fc2420b552777a67bb80ad33951602b291989a4ca1be2f87ba8c0179a744481def149b3b2fd77bb47dca3b0773c1488920dce810;None;;;d36ed5fe
ec01ca231248273cbed8959b32aaed0b0f1e7bd6b57223a1aa80a49172f36083133ceab17c45fe7f2b930467c1b639caeb85e6bb66efe68353e968de2d2f4bfb;1975;m;m;d36ed5fe
e70c4b80aadef2c4f5d874e3e13d67f287078130d283eabf86c6982a9393496a9cd734a401ece7fa2b48726a913646edbc3a30d2673f37fb55b1e351d7764711;None;f;;4a678444
ee299fb8f1abed4f683e287258675bde2748b59160336b56b80e1a02aed4106abd1ac95dbf3a1146e2370c670da98ad5eb063705b8b6cc678a85a8f6359c2783;1987;o;a;4a678444
8a5301de9060a063d57900a0ee54a122878dfe56fc0cb9d260c0a1ee59424940a2f2ac7365edcc8267871e5ae4bf8c94082fcaf97714ed42079e0c54fee52118;1972;m;m;d36ed5fe
b66d753ffa1a45d37ed5261a3fec9311a2bf9ddc1d33187176146cde12c14882df05547aae52cd3c58e9bacb0f050f9eee8f8cbceebf2de292a0442e05c54e32;None;m;m;d36ed5fe
7a7cc3765c66294213c441a5863585c83e08efc68f34ecc918c90d62c4b1cde86b6d8357fb17259edbb7145cc0cd6898a09fb8d6c6db84872b84f72024823e83;1962;m;b;d36ed5fe
00e90dc7742be7330b288eb9b6fd583ac30a7686e70dac6e4b31f1a1608419728d0caac93a257c8baa6f0b770fe3984eaaf6ea3073e56fa948334222dacedab6;1975;m;a;4a678444
c7a3183ed20024d742c25043bdd6c61e0bc8afcf379eb8163d60db81a687dcb7299f21b067d4f6f731e19e85db194a39fd6c734ec048cc898b53f2cd666195c5;None;;;4a678444
a0988d6bbd52fb8cdf3f291e89417a87774fd4d104d477f706a45db0b1cda69b5f7213120c11881a0fb9c9e79bdb424f27b08b564cc44ca3112a760b982cc397;None;;;4a678444
82f8975e80d57d06ce912bcf7ef7ca1a3286bd011625f21d48f3758655ba179df6500543779b86da3c51c43c1086b40c9c1be0aa416a4916ac3c6b610fbd803f;1981;f;m;d36ed5fe
f27a36d7a860fb7256cbf68e1f5e95b22422f1be9f1ec3b2db79cef3faf28ce18cae35f2ac738541b9631c7c6ed5efe90f56f2dabe76f21e231caa70ead7f448;None;;;d36ed5fe
c905c1c7041bd7026e93823298978dc1c195a109c34e1afcd3ffa703a3ac1baeaecc1e2405d7bcc1f362acba5ee3cc933a1dbd1acdf9a556bfba64b56a08d1be;1991;f;m;d36ed5fe
6ec93ca392179bd89e719f6386db892103a87e42d0b749cf00d66eeb47d29e1c0ea5825f91cd00c2f918dd17ad5e29858de0ca26458cf1ad776ea72a31d63238;None;;;d36ed5fe
d00d8874ab38d7e52c659c621a110e5c3bc3cdea0703517cd32efe96fe3788e90e6922a72a56687131f7ed6cb91547ddfd5af514da14cd8c257a16b59cf585d7;None;;;d36ed5fe
e4ea4655f88b7a0b77c2e7d66d96d89808eeb55c11750a5ab62a328a11c1037885d7ebe50cb83c284e6c47f85917e599a6078b12958c39b14861adead23e2e26;1964;f;m;d36ed5fe
f9add1e687b147f2656f60182c592a120fd94136c578aec959c2f5edb25c9ad2c1ad6160e8ab5c6357bd12cc3607021561a1cea4db07bce70379751c4585317f;1964;m;b;d36ed5fe
0ba9edd2d66891f3eadfeb8f024732c6237f70db20defa445d178c98f9e60d7c40fef42cd48fa8bddf93d47d27da6b87b8063045e3b179b0932d580fbcb26ff6;1980;m;m;d36ed5fe
fc0b1350a35126a9cebd0400491509c1ecc8b3ba995449af6320f72503e7b4054e63e2c3434d39187fb362ee6c639a3c00e13fce47a5d91e950adb8a40f9f905;2001;f;hs;d36ed5fe
c0fa2190d98dd48150165ebd4d228cd0072a74f811424855de3354b81f0c848dac6922fbd885bd392a5cbc8a75715f8065934718615f9268c3b43542910306a1;1959;f;p;4a678444
601f90ea48ffcd8701a59ca193db23dbe697a367ba598028f048a6c79dce235cafce21e0e56a03d3fe47209057825462e34f727de294dc589857371a63549af5;2001;f;b;[unassigned]
377d3f3b60551a08f672837f21e2f8a53a74c0c1f4b457b936a6f6afd8ee332441f876d1c251ba79fc29e2440ca57c661c689b1074409cc4597f53d5374cc005;None;f;;[unassigned]
17bd8e7c90df99ac1d74fc35282e7059d7a778e6dfc5a0fd7603be9fadd3c9ea00ef50e346ee93d6d0fed02320bf44ba26c68eb0254f0cd8701575d73d5a06a8;1980;m;b;d36ed5fe
cb9d18d32247938d58d2344397cf77f579c3739dd033440cbc9471e927ba56607821cccba662f2e0748cfc52fc1fd0bb331173063a529a91cfce30f9e4a4f46e;1970;m;;4a678444
f240815d0b888803d475d2f7d578b0df29e7f78525c67bf64c4d8508ec171dec53286714ee3a114b70bb554116b9dfc1b127ea8f318ec5f16178f12a769a63d9;1999;f;a;d36ed5fe
e4f46bc4f179e61ef357782f94b500e16472297e2abc3c1bc192ccc848c387c98257d8b50dc59245a444edb4c4135a0b2b33b65eaeecc0edede15e1b46a30b8e;1966;m;m;d36ed5fe
fd9cc1cd202176e4c54da225b1fcacc8a2ee3cef0476c003eabf8d2edab6e3ad807b5711db7a64b63144d2f6076cc484a8a0f892b3add2280e46e5e23e2462d7;1966;f;a;4a678444
41865023c72a1d7a049e9ab4268d534c00fea5dce308af46ad3fe77098411122cf743777dc5cfb416a01ecc5862e1b06a748caa39097d2a923409cb05d880b9c;None;;;[unassigned]
10c65f52c9c97cd1fd382464f7c5c5c552c5e56bb51b7a5db4842f1c80c07f8fc9c99959f9b334257c243afd4dd5667741ec0c5b92c12578ffbf3043fec42026;1994;m;m;4a678444
07a15c1f9db7044650505050e30f481aa23162b795cad7618609d9879658aabd3a846e7140d1b914a933183f97b08fa09f0a6a4a38ed45747006823b444a993b;None;;;4a678444
0ff48800397e8e5e2962b32604372b2955a8b530ab3a6b5f102cfd7125e88df7de108b1d711694c2e2fcfe672b413c4132087e9b671e5358df9faaa7020fd17d;None;;;4a678444
f4f84a073921a6986e65d181f6c22b66e63ba10104d74a6c906b7452a640b9f6640f6f4348383bfd460a0c1778f0a8917887443d02f2a4e6f978ac50f78c483c;1983;m;m;d36ed5fe
fd03f55176062aaa8bb8331a137042bad0a6f2d95ecebdb145991527cb177503b491b6fe2c4253d5edd3a7003b02b3cd836f8c36a1da8c748c3d7693a9cff829;1982;f;m;4a678444
4af8ec23ffdfdda5c3e1147c4f4520afdc0da314f4ec43ac19c2ee06213fb552c2fcd830e4592e0000be01f2b653171da5adecfcc172e1f8d819d2f53d07c3f0;1996;m;m;[unassigned]
9ec3d6ee4c70abafe837b5902fc08ba69464d6e6301cb8d5336e1e3bf3b15c0fbbf40b2d6b507ec7b53ee3ea40bfa56e1a717b80fd9c4be6ddb711aa939ae6cf;1969;m;a;4a678444
085816634c7239e50f19e7ac751e088d237e17b6cfbe0aa8779132981eaadc13b0d3ec0692a3f1e0d4837eeedf6bd6537c23f297228790c8257bd2123321e5ad;1979;m;jhs;[unassigned]
462f6303b91bb7f27fe1df4af91394131f48b4723d58640d86942a7701381fdf0fe8fce9b4e92b8c3bea59f8e6edbd5a830df8e2f19f60fc49ad30f8aaba3251;1975;f;b;4a678444
5ccf68a839bf5379bc743d9b53a921368c5dd7da230955d3101c800e410a5d3ce5e543f6ef61368f928b3d87a627a19d788ae4010f37539c427c73779000dfa8;1984;f;a;d36ed5fe
bfd556f34212e7aa15599c8baa8bf321cc64db02858e510bcf3d23487bad4b79341fdfbdf1b3e39602b67abe909a8cd00cc585d40151ba6c3319eb4caca006e7;1972;f;m;4a678444
a85640dfb1e6ef993c9ec3fda72fefea1595e7327ff15ddc8d73e7b8f317e1fbc1b0c9504b6862bbdeac569764f217ec0d459655e4c325025fd34ff5a76752c7;None;;;d36ed5fe
a2f7be2f6816e63872adcc7dff4830e56ab50fae98747628ee8ac3a7d2974043fc32e873df193b095bfd31cb56e373e1eddb270df3b0310ce4b2d8f100ad30b0;1980;f;a;d36ed5fe
e945f665af82a02e7b5966e5c71f0c658d73062fb8b28e0aa6742a43f10b89fe41e9e5053cfbe6bee37effddf88e35663cdebcf5a9413e4becb2916cd33db534;None;;;d36ed5fe
25fdbb0835540406a8af8268cb3b9a27a91b47649413c2c9fb1c7eb4b23449941cc24e6b405d95d3cd3ff2739e79d3434ef697c2a5a4ee74ab2e41493c9dfc6f;1982;f;el;d36ed5fe
92a0c6f50634fcc6ecc5c3eca94a93620414d5950ff473685ac9ae9f67eafcf90559ed12b732e1ad0be68866c3128f9545b9d5a76e40cfaac6a908c849db8e48;1988;f;b;4a678444
d7d58024bbac105c76d0ff821d7979d09686500ea119b0efebdf3364213f67757299622b2de76a684b94795ca015a1cae9cc5f35353f1199a428b811f16ffc47;None;;;4a678444
02d2cc3eb08b9608721a17973dd40bc08d2aeadadcbdddba9cc03ba8ba3993cef74e9f06cdc2f0809c991ba6df21dfbcb751cdbcf44dc0e7ded4a5595ace26f2;1978;f;a;4a678444
544f9f6cea4218d5d99d71f9cc4ee31aea86dcec3f349c9bb512f85a12440e780bbad6d244ccaba9016dfe5c10ca6c2ca4caf92f66b3b3424c47fcd999dd03d1;None;;;d36ed5fe
e3f229126739454c6779a2f9e290edb426ceeab112e0e2bd3bdab4c722196a33e44460ce068df8ac631400e92fb683596b0d3a5bb5c3e6712bbea208270efa25;None;;;d36ed5fe
59afde04a4ba5962a657a129d66fdc5d7bb4bf9a77d42d272a4063b9f6eef67584349c4ef2de64b88620a564ba605e33cb6947aeb0997337e7614f3e8180cc70;1972;f;m;d36ed5fe
1eb7e8eee6cc7af5f141d8df502de6f4a327869e2b4d40f65722b8a7d415b477196ebb184fe9a0bf0f97967d6e4db098bff9d5b35637b1924ffdcc052341da91;1972;f;a;d36ed5fe
78fd41605a95c18748d393f009fe109e03523e2e88c5d57e19fc1d46afcb258cd3a569dccd89db4ca0b06155f7947b587c241050b6b65f56cb7bebfba10f7e76;None;;;4a678444
907d4f56febaace240785812e674043c4d1e9c13d5fd8bb80b5807f5f6d3b05e5a73f074283308e4e867ef0de593a1b7c91ca9a1750766defbe6de164d6cd2df;None;;;4a678444
be9eeff3fcf878349d73bae07ace131bb5ff98546e4590548249c8d9db614ab94105965cef89cca5a4f55a4a1c6e2c802d909718272a0c18d34a73efc48cfcac;1976;f;m;4a678444
d76ec1e717e0f18f7370500f1e062c71816bd7a2643edad56ec53d55c24aca5787531c57545188737c50213cb37680361acda26358d27354acb1e41d8774717b;None;;;d36ed5fe
bdf75a55bcb969e2b1bb73d3fab58d08955e7aac2a84a4db444f3293988c06b1fadea0773c86bb28ad195f08d3e49c5e25be8bfdfcf7c2d81747e44cd5cb0b82;None;;;4a678444
42a5461501e992cee2e698316a68e95fc54689ff351667e0e22304be23bd85481a9c4f8a9dd976cd04499a5c99c055924ec28090e0163fb82afba9256c9d094d;1985;f;m;4a678444
fa1ba0bff48ccb0921ed8dd08c35fc871bd44b470fe320bd2187baf58589bd476bd5eadd570d624cda5e30757a0b8056a237b7d1f8c27d6733cabb3425d77bab;1998;f;a;d36ed5fe
5078d566112e81dca52c6c95907ac509e7f2b092c7ed7cb8225e712e758c226db980f0616ddc1e42a9050f9c23d41c638d065f76410781179142a75a57f7cfb9;None;;;4a678444
84fd179636b7edb7946ab8cc5266e2bf7e64e28e11bced6447b30cac7cae5c78b6aab8c29092cd27d93700c03183ee4f5327f01a3fa8e5bb97e67fc5c591c87a;None;;;4a678444
c42ace66c8f72f6f32b070fb3c7d464df589580c5e490223ed1f64653a499958d93508e5cfc58ea369600348ad2385737f0720f89ecfb9c5b33ba82b4137355a;1977;m;m;d36ed5fe
5390ab69322ad758ec9b9e8304525a84a5492f313b3a897fb755f8d50ee2b8404268ab67d5d0e50306917c4e22687b5dc4c5fc1174cae0b9688858d09bafc089;1997;f;b;4a678444
cd364869039e643ff14dfa861f047f3f979a7f049e762c8badefae50413de4a68070b89c1b450dc00d0b4687963aa27f0335f87c28f5f0ef145b73c82a1d8e8c;1968;f;a;d36ed5fe
57827d0ad0287e48cc0856facf8dbc99a821c57c5ce7a2f377161512f658763e641f180724ddc80b1de696e2d78e3649ada796be9860a412b280512cc6c5cf90;1974;f;other;d36ed5fe
48e6e3edd38e6a95e559d2738663a28b5d9f553058cba18d149e549a07e4d44b79d5c1cdc2cf533c7c99a454ddb37d7f41b62217f235d4b54d4147555b6992b7;None;;;d36ed5fe
2ce2b032965fd30dba2f2a0742c14691f614e162f98234a1fba26c4ba013392e2834b622093c76d9ac797d89f72d4df3138258abd1bb0d6e4ae93b21fd34b80d;1979;f;a;d36ed5fe
f78094115a7d9976c58a8834a8cc28d3ba52678208766a564113e7ad2caf65a612b2a89080c441a14457ab67ab406eee85601e058da34db9212dfdc575698c07;None;;;d36ed5fe
44706753b804a440a02d7c1b3567b061fca7b3c43e19f3e2ae08db8ad7b115d3a887d54752bf90688890628abe17c22a7f4290282a5074690d69d5da4af715e7;None;;;4a678444
08dbed03db4c900139e18ea4b73abeec193f1bb9b96b920847c7d8de31408e68c19d1d1a69abe7e3d01b7d09d60435dd5cdfdec55001e5efd6d4416c4303e66b;None;f;other;4a678444
e0f20ee021c957fc5222a025507b85c8cfb2c6f87b38b7454fd5147c62764de87a4ad214cc833460bbf25b83bb4e750a0832d95e5098597d8f9eacf066883979;1975;f;a;4a678444
21630d35482ab92580ee3b54e431563bed289dc83d52e64d609c67adc3b48ef6e165d319b5a14b139dc3fda4d5e468d22c9c77d0cbb0d0eef76b66fc16af7ad8;1976;f;m;d36ed5fe
2f6375a9580f5d060fa4a35110b27ba8b0f0e34327c7a2456d234c04b60e0e4ee4f8b20551d31f604971bfd38967a6eb68fe92aaa2c18892e9553b18722e4ddb;None;;;d36ed5fe
4f8901291ebca5be81305d650d464dbbde00e0f4b9cbc54694bf00d993c43e0f32fe33ab4704cb11b3c8484deb666809386e37722ff9c94b744bc079768544be;None;;;4a678444
a422ab7d52c62945cef6536054c8cdb8f87fed3f445414ba2c78be524ff9aa4e9b2aaa944400f553cb59a3d12b6d57caa87e95a9d85d48b43511776d2a2b22f0;1991;f;other;4a678444
2fc63b3f2155c52342053d61146c09cfad666ea6c8d37a172667081433ab705ce5f1b4cbfbc0057a8809c514c2ab59b4d041a5eca2217b130b308243158ade56;1977;f;a;4a678444
f3685ff9e920b9d187dc8f0e8622e969fe75b56f311600f5fc1be58aff614047068569ea9acb1e0fa24933d6dc2a44ef080876f40e5a5f3adc4cb88b8fd970b7;1981;f;a;4a678444
fdcf7cf0cc554d5a4bb174fa1c9c323a682c36340bda49ebef69f4740fed6a7e457bb44756d89f6f6a7aa8e55fffcc59da749e5d07f42e84f67d20bbd7b8d73f;1978;f;m;4a678444
7d6a25c593183f6f8d812b821838c7895c111d85204475aca74ff059ae01f034be8ad5fb691e19816d9373b21df3826279ce45c118aa6b96621aff94a0419170;1985;f;hs;[unassigned]
63da948b686fd1631d51dadda8aa51ed1ecf570aeaced756878ce473bb2973b88918780fff3981da3c8956a6b4ba853063dd10bd8e1a3f2442cf063e694588a6;1977;f;a;d36ed5fe
8c8be11196cbb9dbe1dc32463dbda939ec8591f891d0a3bbb210361785a47d0ddd15ab6742c62761c0877c06bd8c007705a1c9d4b2862fa37c246645b3cb79ae;1978;f;m;4a678444
4537955d5b2612de6ce6b6c881df8728cca278c3e6c7964320a7d3b9f77e0919f40c0d6fbeff62197f4e8999e03c6aeef75baa244d42463b1564f0c7e24041c4;1970;f;a;4a678444
c05328bb5e910f23427ac8f1385f58451ac4a47f7899567617114a30649b4c41db89634ad900421891a3288100a054be595e145bca4da2fe5f821b67a027ea88;None;;;d36ed5fe
965e813ab55bb9e428cf44cd4cc244771a166afba93c4dc76e6924bd6fa65fc54b8f9ac30c982c54ae0c2535a05e91dba3e9e1c59886cb59f91aae7b4e51d876;1975;f;m;4a678444
a7dc6cadc5cb3af03799310051c182ed3aefe16b60e0fa4691823a5e841faf4b4d338b814437bb07ebc6f1ac7cabd1d9a07629244544e5fa4d01473a34ec2fbc;None;f;a;4a678444
0a8f6145be38a8ac8e1730331b70a9301ea2918b7969f6cff5bc19141d639cb78e4dd162c04d4039e12a55616e6ed6569e9292363318bf3221adb495d2eeff3c;1974;f;;d36ed5fe
ab5446d9e1abb6b2076bc1d6cca7ed1f2795ecb5eed21e48397d66e481bd8ae27fc8dd9c43fbaf011032ef93a0e1b05ef6bc1e5a2818c3596d7e453fc9915e43;1970;f;b;4a678444
c4ee3389425bc2f950faf3f61e57b0011d1a37dc7b6b99e589aabf74a57a3ea3df89791128b0e37b707af9f500808715fe1041cd37bdc2f5c61e9d6f28d067ab;None;;;4a678444
b6aad1daaebc342bb7d22848546a568a7ba92cb360c2ad767b29df534daf06b442d4984f29966d3f20cd39ec104f20fe51ad59c00e549b5d15470fb7cca381f6;None;;;4a678444
23b2d97f6a38dad959a17c57c77821ea432257aa869fb4bf6584e07e01fb65fe98cfc10d97e98c14bdccbbfc471a2b050267fc2bb1698a1ec0dfd7f1567d821c;1967;f;a;4a678444
2c22c5fa35d4badc5c292c40211dcce35f500b1845ac6462edcc9bbc230b14e493cb96166958a7f940898a3d3cc7451030bb63499632bf41adc8b8b44b120a08;1970;f;m;d36ed5fe
8324c366b563b0722d9c5b06400d81ec327a0a5c7aa8d4cf2bfcbf7d2b6685482b27b824c925c4e52ab82e101dcd356b6cc77f60323be9969cfd4d3b8e94ceb3;None;;;d36ed5fe
